frame_number,player_id,team_id,has_ball,speed_mps,distance_meters,x_transformed_meters,y_transformed_meters
0,1,2,False,12.033428270686832,0.6963789508499324,13.4361572265625,52.79335403442383
0,3,2,False,2.0222259663761855,0.11702696564676998,3.059546709060669,38.6951904296875
0,4,2,False,0.0,0.0,,
0,5,1,False,6.411916357699626,0.3710599744039136,8.489628791809082,48.45960235595703
0,6,1,False,6.308195530354468,0.365057611710328,20.479490280151367,64.82421875
0,7,2,False,5.90762488631872,0.34187644018048147,19.428144454956055,37.337257385253906
0,8,2,False,5.677927493687793,0.32858376699582137,18.44478416442871,24.46075439453125
0,9,1,False,0.0,0.0,,
0,10,2,False,0.0,0.0,,
0,11,1,False,7.791604067302051,0.45090301315405384,3.719907522201538,56.96522903442383
0,12,1,False,3.8933799835197025,0.22531134163887168,0.6615772843360901,40.368247985839844
0,13,2,False,0.0,0.0,,
0,14,2,False,2.169835207050125,0.12556916707466,6.985631465911865,55.35639953613281
0,15,1,False,4.2119692510642475,0.24374822054769948,14.475467681884766,32.099857330322266
0,16,1,False,3.1156854908717317,0.1803058733143363,4.1611409187316895,12.908321380615234
0,18,1,False,4.189677313473534,0.2424581778630517,17.73245620727539,58.308712005615234
0,19,1,False,0.0,0.0,,
0,20,2,False,0.0,0.0,,
0,22,1,True,7.5916862898176865,0.4393336973274124,17.89496421813965,58.9378776550293
1,1,2,False,12.033428270686832,0.6963789508499324,13.4361572265625,52.79335403442383
1,3,2,False,2.0222259663761855,0.11702696564676998,3.059546709060669,38.6951904296875
1,4,2,False,0.0,0.0,,
1,5,1,False,6.411916357699626,0.3710599744039136,8.489628791809082,48.45960235595703
1,6,1,False,6.308195530354468,0.365057611710328,20.479490280151367,64.82421875
1,7,2,False,5.90762488631872,0.34187644018048147,19.428144454956055,37.337257385253906
1,8,2,False,5.677927493687793,0.32858376699582137,18.44478416442871,24.46075439453125
1,9,1,False,0.0,0.0,,
1,10,2,False,0.0,0.0,,
1,11,1,False,7.791604067302051,0.45090301315405384,3.719907522201538,56.96522903442383
1,12,1,False,3.8933799835197025,0.22531134163887168,0.6615772843360901,40.368247985839844
1,13,2,False,0.0,0.0,,
1,14,2,False,2.169835207050125,0.12556916707466,6.985631465911865,55.35639953613281
1,15,1,False,4.2119692510642475,0.24374822054769948,14.475467681884766,32.099857330322266
1,16,1,False,3.1156854908717317,0.1803058733143363,4.1611409187316895,12.908321380615234
1,18,1,False,4.189677313473534,0.2424581778630517,17.73245620727539,58.308712005615234
1,19,1,False,0.0,0.0,,
1,20,2,False,0.0,0.0,,
1,22,1,True,7.5916862898176865,0.4393336973274124,17.876846313476562,58.934322357177734
2,1,2,False,12.033428270686832,0.6963789508499324,13.540128707885742,53.02293395996094
2,3,2,False,2.0222259663761855,0.11702696564676998,3.082571029663086,38.69938659667969
2,4,2,False,0.0,0.0,,
2,5,1,False,6.411916357699626,0.3710599744039136,8.571698188781738,48.475135803222656
2,6,1,False,6.308195530354468,0.365057611710328,20.44720458984375,64.86654663085938
2,7,2,False,5.90762488631872,0.34187644018048147,19.453123092651367,37.34172821044922
2,8,2,False,5.677927493687793,0.32858376699582137,18.473674774169922,24.465633392333984
2,9,1,False,0.0,0.0,,
2,10,2,False,0.0,0.0,,
2,11,1,False,7.791604067302051,0.45090301315405384,3.737191677093506,57.02541732788086
2,12,1,False,3.8933799835197025,0.22531134163887168,0.6875306367874146,40.466121673583984
2,13,2,False,0.0,0.0,,
2,14,2,False,2.169835207050125,0.12556916707466,7.000290870666504,55.42078399658203
2,15,1,False,4.2119692510642475,0.24374822054769948,14.459284782409668,32.22083282470703
2,16,1,False,3.1156854908717317,0.1803058733143363,4.1611409187316895,12.908321380615234
2,18,1,False,4.189677313473534,0.2424581778630517,17.77262306213379,58.37685012817383
2,19,1,False,0.0,0.0,,
2,20,2,False,0.0,0.0,,
2,22,1,True,7.5916862898176865,0.4393336973274124,17.93792724609375,59.0643310546875
3,1,2,False,12.033428270686832,0.6963789508499324,13.646297454833984,53.1129035949707
